,PMID,LastName,ForeName,Initials,Affiliation
15395,16124,['Jones'],['C T'],['CT'],
15396,16125,"[""O'Máille"", 'Richards']","['E R', 'T G']","['ER', 'TG']",
15397,16126,"['Meech', 'Thomas']","['R W', 'R C']","['RW', 'RC']",
15398,16127,"['Alvarado', 'Mahmood']","['F', 'A']","['F', 'A']",
15399,16128,"['Erulkar', 'Weight']","['S D', 'F F']","['SD', 'FF']",
15400,16129,"['Balnave', 'Gage']","['R J', 'P W']","['RJ', 'PW']",
15401,16130,"['Hélénon', 'Bigot', 'Jacri', 'Sraer', 'Mignon', 'Richet']","['C', 'J M', 'P', 'D', 'F', 'G']","['C', 'JM', 'P', 'D', 'F', 'G']",
15402,16131,['Charny'],['C W'],['CW'],
15403,16132,"['Cavalleri', 'Volpe', 'Arioli']","['B', 'G', 'V']","['B', 'G', 'V']",
15404,16133,"['Rice', 'Shiotani', 'Creveling', 'Jacobson', 'Klee']","['K C', 'S', 'C R', 'A E', 'W A']","['KC', 'S', 'CR', 'AE', 'WA']",
15405,16134,"['Saucier', 'Daris', 'Lambert', 'Monkovié', 'pircio']","['M', 'J P', 'Y', None, 'A W']","['M', 'JP', 'Y', None, 'AW']",
15406,16135,"['Michne', 'Salsbury', 'Michalec']","['W F', 'R L', 'S J']","['WF', 'RL', 'SJ']",
15407,16136,"['Kaiser', 'Jen', 'Garvey', 'Bowen', 'Colella', 'Wardel']","['C', 'T', 'E', 'W D', 'D F', 'J R']","['C', 'T', 'E', 'WD', 'DF', 'JR']",
15408,16137,['Smith'],['L H'],['LH'],
15409,16138,"['Lucas', 'Ferrier', 'Dainty']","['W J', 'J M', 'J']","['WJ', 'JM', 'J']",
15410,16139,"['Lucas', 'Dainty']","['W J', 'J']","['WJ', 'J']",
15411,16140,"['Friedman', 'Olson', 'Matthews']","['B E', 'J S', 'K S']","['BE', 'JS', 'KS']",
15412,16141,"['Clancy', 'Chapman', 'Holt']","['J', 'A L', 'R']","['J', 'AL', 'R']",
15413,16142,"['Williams', 'Brendler']","['T R', 'H']","['TR', 'H']",
15414,16143,"['Mandell', 'Stevens', 'Fried']","['J', 'P S', 'F A']","['J', 'PS', 'FA']",
15415,16144,"['Schröter', 'West', 'Weil']","['G P', 'J C', 'R']","['GP', 'JC', 'R']",
15416,16145,['Lee'],['S M'],['SM'],
15417,16146,['Baer'],['D M'],['DM'],
15418,16147,['Ali'],['M'],['M'],
15419,16148,"['Iwatsuki', 'Hashimoto', 'Shima']","['K', 'Y', 'T']","['K', 'Y', 'T']",
15420,16149,"['Oguri', 'Kosakai']","['T', 'N']","['T', 'N']",
15421,16150,"['Todoroki', 'Kanno']","['T', 'T']","['T', 'T']",
15422,16151,"['Harada', 'Takiguchi', 'Hattori']","['M', 'T', 'K']","['M', 'T', 'K']",
15423,16152,"['Fujimoto', 'Kubota']","['M', 'T']","['M', 'T']",
15424,16153,"['Terakawa', 'Watanabe']","['S', 'A']","['S', 'A']",
15425,16154,"['White', 'Tintinalli']","['B C', 'J E']","['BC', 'JE']",
15426,16155,"[""O'Riordan"", 'Sherman']","['W D', 'N J']","['WD', 'NJ']",
15427,16156,"['Gamble', 'Bettice']","['J L', 'J A']","['JL', 'JA']",
15428,16157,"['Kukes', 'Buianov', 'Semenov', 'Abugov', 'Borovkov']","['V G', 'V V', 'V N', 'A M', 'A I']","['VG', 'VV', 'VN', 'AM', 'AI']",
15429,16158,"['Shkhvatsabaia', 'Nekrasova']","['I K', 'A A']","['IK', 'AA']",
15430,16159,['Magazanik'],['N A'],['NA'],
15431,16160,"['Finn', 'Cohen', 'Steinmetz']","['J T', 'L H', 'P R']","['JT', 'LH', 'PR']",
15432,16161,['Sirotin'],['B Z'],['BZ'],
15433,16162,"[""Koval'skiĭ"", 'Starostina']","['G S', 'I S']","['GS', 'IS']",
15434,16163,['Buhmeyer'],['K J'],['KJ'],
15435,16164,['Jowers'],['L V'],['LV'],
15436,16165,,,,
15437,16166,"['Chung', 'Johnson', 'Denbesten']","['R S', 'G M', 'L']","['RS', 'GM', 'L']",
15438,16167,"['Goldmen', 'Shapiro']","['A', 'B H']","['A', 'BH']",
15439,16168,"['Inano', 'Hayashi', 'Tamaoki']","['H', 'S', 'B I']","['H', 'S', 'BI']",
15440,16169,['Purves'],['R D'],['RD'],
15441,16170,['Csányi'],['E'],['E'],
15442,16171,"['Andor', 'György']","['G', 'P']","['G', 'P']",
15443,16172,"['Zoltán', 'Gábor']","['B', 'T']","['B', 'T']",
15444,16173,"['Márta', 'Rózsa']","['K', 'W']","['K', 'W']",
15445,16174,"['Andor', 'Márta', 'Pál', 'János']","['B', 'J', 'N T', 'B']","['B', 'J', 'NT', 'B']",
15446,16175,"['László', 'Antal', 'Ernö']","['J', 'R', 'S']","['J', 'R', 'S']",
15447,16176,"['László', 'József']","['J', 'B']","['J', 'B']",
15448,16177,['János'],['S'],['S'],
15449,16178,"['Kornél', 'László']","['P', 'S']","['P', 'S']",
15450,16179,"['Tibor', 'Erno', 'György']","['N', 'N', 'K']","['N', 'N', 'K']",
15451,16180,['László'],['N'],['N'],
15452,16181,['Dömötör'],['E'],['E'],
15453,16182,['Carroll'],['D'],['D'],
15454,16183,['Golden'],['A S'],['AS'],
15455,16184,"['Schneider', 'Foley']","['D P', 'W J']","['DP', 'WJ']",
15456,16185,"['Lawrence', 'DeFriese', 'Putnam', 'Pickard', 'Cyr', 'Whiteside']","['R S', 'G H', 'S M', 'C G', 'A B', 'S W']","['RS', 'GH', 'SM', 'CG', 'AB', 'SW']",
15457,16186,['Alarcón-Segovia'],['D'],['D'],
15458,16187,"['Pirofsky', 'Bardana']","['B', 'E J']","['B', 'EJ']",
15459,16188,['Nies'],['A S'],['AS'],
15460,16189,['Iwarson'],['S'],['S'],
15461,16190,"['Wolczunowicz', 'Rous']","['M', 'S']","['M', 'S']",
15462,16191,"['Triscari', 'Sullivan']","['J', 'A C']","['J', 'AC']",
15463,16192,['Cohen'],['S'],['S'],
15464,16193,['Sprenger'],['E'],['E'],
15465,16194,"['Shambaugh', 'Mrozak', 'Freinkel']","['G E', 'S C', 'N']","['GE', 'SC', 'N']",
15466,16195,"['Ellis', 'Hutchins']","['E F', 'P M']","['EF', 'PM']",
15467,16196,"['Yokota', 'Shimada', 'Kamaguchi', 'Sakaguchi']","['K', 'H', 'A', 'O']","['K', 'H', 'A', 'O']",
15468,16197,"['Miyamura', 'Ochiai', 'Nitahara', 'Nakagawa', 'Terao']","['S', 'H', 'Y', 'Y', 'M']","['S', 'H', 'Y', 'Y', 'M']",
15469,16198,"['Sakharova', 'Rabotnova']","['Z V', 'I L']","['ZV', 'IL']",
15470,16203,"['Hetzel', 'Taggart', 'Hansky', 'Hecker', 'Shearman']","['D J', 'G J', 'J', 'R', 'D J']","['DJ', 'GJ', 'J', 'R', 'DJ']",
15471,16199,"['Simisker', 'Mikelsaar', 'Heinara']","['Ia A', 'S K', 'E H']","['IaA', 'SK', 'EH']",
15472,16200,"['Loriia', 'Briukner', 'Egorov']","['Zh K', 'B', 'N S']","['ZhK', 'B', 'NS']",
15473,16204,['Landau'],['L I'],['LI'],
15474,16201,"['Bydovskaia', 'Voronkov']","['S V', 'V V']","['SV', 'VV']",
15475,16205,['Guengerich'],['F P'],['FP'],
15476,16202,['Malhotra'],['S L'],['SL'],
15477,16206,"['Uemura', 'Chiesara', 'Cova']","['T', 'E', 'D']","['T', 'E', 'D']",
15478,16207,"['Mukherjee', 'Lefkowitz']","['C', 'R J']","['C', 'RJ']",
15479,16208,"['Katsuki', 'Murad']","['S', 'F']","['S', 'F']",
15480,16209,"['Andler', 'Hülse', 'Bruch', 'Partsch']","['W', 'M', 'P M', 'C J']","['W', 'M', 'PM', 'CJ']",
15481,16211,['Levinson'],['D'],['D'],
15482,16212,['Graham'],['D Y'],['DY'],
15483,16210,"['Onicescu', 'Taşcă']","['D', 'L']","['D', 'L']",
15484,16213,"['DiMagno', 'Malagelada', 'Go', 'Moertel']","['E P', 'J R', 'V L', 'C G']","['EP', 'JR', 'VL', 'CG']",
15485,16214,"['Mc Leod', 'Nahata']","['D C', 'M C']","['DC', 'MC']",
15486,16215,['Picková'],['J'],['J'],
15487,16216,['Schlaepfer'],['W W'],['WW'],
15488,16217,"['Jacobus', 'Taylor', 'Hollis', 'Nunnally']","['W E', 'G J', 'D P', 'R L']","['WE', 'GJ', 'DP', 'RL']",
15489,16218,['Richelson'],['E'],['E'],
15490,16219,"['Jacrot', 'Chauvin', 'Witz']","['B', 'C', 'J']","['B', 'C', 'J']",
15491,16220,"['Toews', 'Macintyre']","['D', 'D']","['D', 'D']",
15492,16221,"['Smit', 'Grandjean', 'Guggenheim', 'Winterhalter']","['J D', 'O', 'R', 'K H']","['JD', 'O', 'R', 'KH']",
15493,16222,"['Ito', 'Sless', 'Parrott']","['M', 'F', 'D M']","['M', 'F', 'DM']",
15494,16223,"['Trissl', 'Montal']","['H W', 'M']","['HW', 'M']",
15495,16224,"['Dismukes', 'Mulder']","['K', 'A H']","['K', 'AH']",
15496,16225,"['Geiger', 'Sandow']","['R', 'J']","['R', 'J']",
15497,16226,['Kruse'],['H'],['H'],
15498,16227,['Müller'],['E'],['E'],
15499,16228,['Wuttke'],['W'],['W'],
15500,16229,"['Torskaia', ""Goloborod'ko""]","['I V', 'V N']","['IV', 'VN']",
15501,16230,"['Weinstock', 'Weiss', 'Gitter']","['M', 'C', 'S']","['M', 'C', 'S']",
15502,16231,"['Hanbauer', 'Lovenberg', 'Costa']","['I', 'W', 'E']","['I', 'W', 'E']",
15503,16232,"['McAuliffe', 'Sherwin', 'Leppik', 'Fayle', 'Pippenger']","['J J', 'A L', 'I E', 'S A', 'C E']","['JJ', 'AL', 'IE', 'SA', 'CE']",
15504,16233,"['Dawson', 'Camp']","['R B', 'F R']","['RB', 'FR']",
15505,16234,"['Adrian', 'Huget']","['J C', 'E F']","['JC', 'EF']",
15506,16235,['Vacca'],['G'],['G'],
15507,16238,,,,
15508,16239,"['Masaryk', 'McIntyre']","['J A', 'D']","['JA', 'D']",
15509,16240,"['Vassilopoulos', 'Alevizos', 'Spengos']","['D', 'B', 'M']","['D', 'B', 'M']",
15510,16241,['Mencher'],['G T'],['GT'],
15511,16242,"['Landing', 'Larson']","['B H', 'E J']","['BH', 'EJ']",
15512,16243,['Olsen'],['I'],['I'],
15513,16244,"['Delafosse', 'Bouletreau', 'Motin']","['B', 'P', 'J']","['B', 'P', 'J']",
15514,16245,"['Turpin', 'Bergondi', 'Haidar', 'Dubois']","['J C', 'C', 'H', 'G']","['JC', 'C', 'H', 'G']",
15515,16246,['Godkins'],['T R'],['TR'],
15516,16247,"['Lipman', 'Brooks']","['A G', 'K J']","['AG', 'KJ']",
15517,16248,['Morris'],['S B'],['SB'],
15518,16249,['Murray'],['R H'],['RH'],
15519,16250,"['Buhmeyer', 'Hutson', 'Davies']","['K J', 'A C', 'S M']","['KJ', 'AC', 'SM']",
15520,16251,['Condit'],['D'],['D'],
15521,16256,"['Garnham', 'Kaspi', 'Kaye', 'Oh']","['J C', 'T', 'C M', 'V M']","['JC', 'T', 'CM', 'VM']",
15522,16257,['Shevelev'],['A S'],['AS'],
15523,16253,"['Czlonkowski', 'Kostowski']","['A', 'W']","['A', 'W']",
15524,16258,"['Filippova', 'Filanovskaia', 'Blinov']","['V N', 'L I', 'M N']","['VN', 'LI', 'MN']",
15525,16252,['Zebrowska-Lupina'],['I'],['I'],
15526,16254,"['Pawelczyk', 'Marciniec']","['E', 'B']","['E', 'B']",
15527,16259,"['Markowski', 'Posner', 'Loftus', 'Roberts']","['V', 'T B', 'P', 'J D']","['V', 'TB', 'P', 'JD']",
15528,16255,"['Pawelczyk', 'Marciniec']","['E', 'B']","['E', 'B']",
15529,16260,"['Balasubramaniam', 'Goldstein', 'Brown']","['S', 'J L', 'M S']","['S', 'JL', 'MS']",
15530,16261,"['Métraux', 'Taiz']","['J P', 'L']","['JP', 'L']",
15531,16262,"['Garcia', 'Bancroft', 'Rhee', 'Kustu']","['E', 'S', 'S G', 'S']","['E', 'S', 'SG', 'S']",
15532,16263,['Dulbecco'],['R'],['R'],
15533,16264,"['Rogers', 'Oettinger', 'Szer', 'Mark']","['L J', 'R', 'J', 'R F']","['LJ', 'R', 'J', 'RF']",
15534,16265,"['Blest', 'Land']","['A D', 'M F']","['AD', 'MF']",
15535,16266,"['Gillett', 'Roman', 'Phillips']","['J D', 'E A', 'V']","['JD', 'EA', 'V']",
15536,16267,"['Horridge', 'McLean', 'Stange', 'Lillywhite']","['G A', 'M', 'G', 'P G']","['GA', 'M', 'G', 'PG']",
15537,16268,"['Birdsall', 'Griffiths', 'Roberts', 'Feeney', 'Burgen']","['B', 'D V', 'G C', 'J', 'A']","['B', 'DV', 'GC', 'J', 'A']",
15538,16269,"['Feeney', 'Roberts', 'Birdsall', 'Griffiths', 'King', 'Scudder', 'Burgen']","['J', 'G C', 'B', 'D V', 'R W', 'P', 'A']","['J', 'GC', 'B', 'DV', 'RW', 'P', 'A']",
15539,16270,"['Daniel', 'Pratt', 'Wilson']","['P M', 'O E', 'P A']","['PM', 'OE', 'PA']",
15540,16271,"['Daniel', 'Pratt', 'Spargo']","['P M', 'O E', 'E']","['PM', 'OE', 'E']",
15541,16272,"['Volp', 'Lage']","['R F', 'G L']","['RF', 'GL']",
15542,16273,"['Waxman', 'Schreiber']","['S', 'C']","['S', 'C']",
15543,16274,"['Perez', 'Oster', 'Vaamonde']","['G O', 'J R', 'C A']","['GO', 'JR', 'CA']",
15544,16277,"['Djerassi', 'Kim']","['I', 'J S']","['I', 'JS']",
15545,16278,"['Ardenne', 'Reitnauer']","['M', 'P G']","['M', 'PG']",
15546,16279,"['El-Enany', 'Ghoneim', 'Khalifa']","['M M', 'K M', 'M']","['MM', 'KM', 'M']",
15547,16280,['Stitzel'],['R E'],['RE'],
15548,16281,"['Plaa', 'Priestly']","['G L', 'B G']","['GL', 'BG']",
15549,16282,"['Wang', 'Ward']","['S C', 'J W']","['SC', 'JW']",
15550,16283,['Darlington'],['C D'],['CD'],
15551,16284,"['Riley', 'Flavell']","['R', 'R B']","['R', 'RB']",
15552,16285,['Bennett'],['M D'],['MD'],
15553,16286,"['Callan', 'Perry']","['H G', 'P E']","['HG', 'PE']",
15554,16287,['von Wettstein'],['D'],['D'],
15555,16288,['Maguire'],['M P'],['MP'],
15556,16289,"['La Cour', 'Wells']","['L F', 'B']","['LF', 'B']",
15557,16290,['Nicklas'],['R B'],['RB'],
15558,16291,"['Stern', 'Hotta']","['H', 'Y']","['H', 'Y']",
15559,16292,"['Lindsley', 'Sandler']","['D L', 'L']","['DL', 'L']",
15560,16293,"['Dover', 'Riley']","['G A', 'R']","['GA', 'R']",
15561,16294,"['Dickinson', 'Heslop-Harrison']","['H G', 'J']","['HG', 'J']",
15562,16295,['Rasmussen'],['S W'],['SW'],
15563,16296,"['Moens', 'Mowat', 'Esposito', 'Esposito']","['P B', 'M', 'M S', 'R E']","['PB', 'M', 'MS', 'RE']",
15564,16297,['Holliday'],['R'],['R'],
15565,16298,['Stern'],['H'],['H'],
15566,16299,['Cain'],['A J'],['AJ'],
15567,16300,"['Ball', 'Cowan']","['E E', 'A N']","['EE', 'AN']",
15568,16301,"['Steinberg', 'Wood', 'Hogan']","['R H', 'I', 'M J']","['RH', 'I', 'MJ']",
15569,16304,['Diamond'],['J M'],['JM'],
15570,16305,['Black'],['H R'],['HR'],
15571,16302,"['Gane', 'Stroesco', 'Granici']","['P', 'V', 'A']","['P', 'V', 'A']",
15572,16306,"['Russell', 'Lent', 'Sipich']","['R K', 'R W', 'J F']","['RK', 'RW', 'JF']",
15573,16303,['Capalna'],['S'],['S'],
15574,16307,['Overall'],['J E'],['JE'],
15575,16308,"['Lipman', 'Vanov', 'Richards']","['R', 'S K', 'D J']","['R', 'SK', 'DJ']",
15576,16309,"['Kellner', 'Bruzzese', 'Winslow']","['R', 'D', 'W W']","['R', 'D', 'WW']",
15577,16310,['Wheatley'],['D'],['D'],
15578,16311,"['Wang', 'Larson']","['R I', 'C']","['RI', 'C']",
15579,16312,"['Free', 'Overall']","['S M', 'J E']","['SM', 'JE']",
15580,16313,"['Vallini', 'Davi', 'Candi']","['A', 'D', 'L']","['A', 'D', 'L']",
15581,16314,"['Cooper', 'Thomas']","['M', 'J K']","['M', 'JK']",
15582,16315,"['Bichel', 'Overgaard']","['P', 'J']","['P', 'J']",
15583,16316,['Rivera-Calimlim'],['L'],['L'],
15584,16317,['Iwamori'],['M'],['M'],
15585,16319,"['Tamargo', 'Serrano', 'García de Jalón', 'de Andrés']","['J', 'J', 'P', 'F']","['J', 'J', 'P', 'F']",
15586,16320,"['Rozenberg', 'Usategui Echeverria', 'Oliver', 'Lombardi', 'Vaudry', 'Mourre', 'Vague']","['I', 'R', 'C', 'G', 'H', 'A M', 'J']","['I', 'R', 'C', 'G', 'H', 'AM', 'J']",
15587,16321,"['Hofman', 'Jerram', 'Gangarosa']","['W F', 'D C', 'L P']","['WF', 'DC', 'LP']",
15588,16318,"['Cimpeanu', 'Cocirlă']","['M', 'E']","['M', 'E']",
15589,16322,"['Yano', 'Takemori']","['I', 'A E']","['I', 'AE']",
15590,16323,"['Zieliński', 'Chodosowska']","['J', 'E']","['J', 'E']",
15591,16324,"['Scripcaru', 'Ungureanu']","['G', 'G']","['G', 'G']",
15592,16325,"['Dumitraşcu', 'Grigorescu']","['D', 'M']","['D', 'M']",
15593,16326,"['Cristodorescu', 'Costea']","['R', 'M']","['R', 'M']",
15594,16327,"['Teculescu', 'Racoveanu', 'Manicatide']","['D', 'C', 'M']","['D', 'C', 'M']",
15595,16328,"['Draganovici', 'Karassi', 'Russe', 'Nicolau', 'Zeană', 'Dimitriu']","['M', 'A', 'G', 'V', 'C', 'C G']","['M', 'A', 'G', 'V', 'C', 'CG']",
15596,16329,"['Mincu', 'Ionescu-Tirgovişte', 'Popa', 'Cheţa', 'Negrişanu']","['I', 'C', 'E', 'D', 'G']","['I', 'C', 'E', 'D', 'G']",
15597,16330,"['Anghelescu', 'Cheregi', 'Mann', 'Skach', 'Băcanu']","['L', 'M', 'I', 'E', 'G']","['L', 'M', 'I', 'E', 'G']",
15598,16331,"['Dumitriu', 'Cinteză', 'Bădescu', 'Stănescu', 'Krautgartner', 'Petraru']","['M', 'M', 'M', 'M', 'I', 'D']","['M', 'M', 'M', 'M', 'I', 'D']",
15599,16335,"['Biondi', 'Sensini']","['R', 'A']","['R', 'A']",
15600,16332,"['Gheorghescu', 'Oproiu', 'Constantinescu', 'Oproiu', 'Jovin', 'Pavelescu', 'Aposteanu']","['B', 'C', 'M', 'A', 'G', 'A', 'G']","['B', 'C', 'M', 'A', 'G', 'A', 'G']",
15601,16337,"['May', 'Aristoff', 'Glowinski', 'Gérard', 'Dupaquier']","['V', 'H', 'J', 'A', 'Y']","['V', 'H', 'J', 'A', 'Y']",
15602,16334,"['Mardare', 'Lungu', 'Boingeanu', 'Bălteanu', 'Dobrescu', 'Pandele', 'Zubcu']","['G', 'I', 'A', 'G', 'G', 'G', 'M']","['G', 'I', 'A', 'G', 'G', 'G', 'M']",
15603,16338,"['Achermann', 'Tardent']","['J', 'P']","['J', 'P']",
15604,16339,"['Ydreborg', 'Svedmyr', 'Thiringer']","['S O', 'N', 'G']","['SO', 'N', 'G']",
15605,16340,"['Müller-Schoop', 'Gerber', 'Knoblauch']","['J', 'N', 'M']","['J', 'N', 'M']",
15606,16336,['Polleri'],['A'],['A'],
15607,16341,['Baker'],['P F'],['PF'],
15608,16333,"['Stănescu', 'Pieptea']","['S', 'R']","['S', 'R']",
15609,16342,['Pollack'],['G H'],['GH'],
15610,16343,"['Mundy', 'Altman', 'Gondek', 'Bandelin']","['C R', 'A J', 'M D', 'J G']","['CR', 'AJ', 'MD', 'JG']",
15611,16344,"['Roders', 'Glende', 'Recknagel']","['M K', 'E A', 'R O']","['MK', 'EA', 'RO']",
15612,16345,"['Dry', 'Pradalier', 'Leynadier']","['J', 'A', 'F']","['J', 'A', 'F']",
15613,16346,"['Guédon', 'Lucsko', 'Chaignon', 'Aubert']","['J', 'M', 'M', 'P h']","['J', 'M', 'M', 'Ph']",
15614,16347,['Delamare'],['J'],['J'],
15615,16348,"['Mann', 'Sachdev']","['N S', 'A J']","['NS', 'AJ']",
15616,16349,['Jones'],['H I'],['HI'],
15617,16350,"[""Fel'dman""]",['E A'],['EA'],
15618,16351,['Harken'],['A H'],['AH'],
15619,16352,"['Harken', 'Woods']","['A H', 'M']","['AH', 'M']",
15620,16353,['Gans'],['H'],['H'],
15621,16354,"['Bassalyk', 'Kertsman']","['L S', 'V I']","['LS', 'VI']",
15622,16355,"['Mukhin', 'Lebedev', 'Lopatkina']","['A S', 'S P', 'T N']","['AS', 'SP', 'TN']",
15623,16356,['Gubergrits'],['A Ia'],['AIa'],
15624,16360,"['Furlan', 'Jakab', 'Beck']","['M', 'T', 'E A']","['M', 'T', 'EA']",
15625,16357,"['Mallein', 'Boucherat', 'Rondelet', 'Fillastre', 'Mantel']","['R', 'M', 'J', 'J P', 'O']","['R', 'M', 'J', 'JP', 'O']",
15626,16361,"['Faeder', 'Chaney', 'King', 'Hinners', 'Bruce', 'Fowler']","['E J', 'S Q', 'L C', 'T A', 'R', 'B A']","['EJ', 'SQ', 'LC', 'TA', 'R', 'BA']",
15627,16358,"['Roquebert', 'Dufour', 'Demichel']","['J', 'P', 'P']","['J', 'P', 'P']",
15628,16362,"['Rosenberg', 'Ishay', 'Gitter']","['P', 'J', 'S']","['P', 'J', 'S']",
15629,16359,"['Dry', 'Pradalier', 'Leynadier', 'Mehl']","['J', 'A', 'F', 'M']","['J', 'A', 'F', 'M']",
15630,16367,"['Opelz', 'Gale']","['G', 'R P']","['G', 'RP']",
15631,16363,"['Kontos', 'Raper', 'Patterson']","['H A', 'A J', 'J L']","['HA', 'AJ', 'JL']",
15632,16368,['Omar'],['M S'],['MS'],
15633,16364,"['Choki', 'Yamaguchi', 'Takeya', 'Morotomi', 'Omae']","['J I', 'T', 'Y', 'Y', 'T']","['JI', 'T', 'Y', 'Y', 'T']",
15634,16369,"['Gutkowska', 'Boucher', 'Genest']","['J', 'R', 'J']","['J', 'R', 'J']",
15635,16365,"['Shvaĭkova', 'Rubtsov', 'Kramarenko', 'Ikramov']","['M D', 'A F', 'F V', 'L T']","['MD', 'AF', 'FV', 'LT']",
15636,16370,['Tunnicliff'],['G'],['G'],
15637,16366,['Fartushnyĭ'],['A F'],['AF'],
15638,16372,"['Felix', 'Monod', 'Broge', 'Hansen', 'Fleisch']","['R', 'A', 'L', 'N M', 'H']","['R', 'A', 'L', 'NM', 'H']",
15639,16374,"['Vakhrushev', 'Pantsyrev']","['A V', 'Iu M']","['AV', 'IuM']",
15640,16375,"['Nechaĭ', 'Ostrovskaia']","['A I', 'M S']","['AI', 'MS']",
15641,16371,['Petrichko'],['M I'],['MI'],
15642,16376,['Sondore'],['A A'],['AA'],
15643,16377,['Simon'],['V'],['V'],
15644,16373,['Margolis'],['M G'],['MG'],
15645,16378,['Simon'],['V'],['V'],
15646,16379,"['Durham', 'Hendry']","['A C', 'D A']","['AC', 'DA']",
15647,16380,"['Durham', 'Haidar']","['A C', 'M A']","['AC', 'MA']",
15648,16381,"['Durham', 'Hendry', 'Von Wechmar']","['A C', 'D A', 'M B']","['AC', 'DA', 'MB']",
15649,16382,"['Lin', 'Suzuki', 'Oishi', 'Aida']","['W', 'K', 'K', 'K']","['W', 'K', 'K', 'K']",
15650,16383,['Eggers'],['H J'],['HJ'],
15651,16384,['Adzhiev'],['B L'],['BL'],
15652,16385,"['Popova', 'Akopian']","['I A', 'A S']","['IA', 'AS']",
15653,16386,"['Khramov', 'Klimova']","['V A', 'I M']","['VA', 'IM']",
15654,16387,['Polikarpova'],['L I'],['LI'],
15655,16388,"['Telepneva', 'Kariavkina']","['V I', 'O E']","['VI', 'OE']",
15656,16389,"['Pigareva', 'Beliaeva', ""Starosel'tseva""]","['M I', 'N F', 'L K']","['MI', 'NF', 'LK']",
15657,16390,"['Baev', 'Drukina']","['V I', 'M A']","['VI', 'MA']",
15658,16391,"['Dumler', 'Etingof']","['I L', 'R N']","['IL', 'RN']",
15659,16392,"['Vladimirov', 'Farkhutdinov', 'Molodenkov']","['Iu A', 'R R', 'M N']","['IuA', 'RR', 'MN']",
15660,16393,['Polikarpova'],['L I'],['LI'],
15661,16394,"['Gridneva', 'Suvorov', 'Gorkin']","['L I', 'N N', 'V Z']","['LI', 'NN', 'VZ']",
15662,16395,"['Kastrikina', 'Churdaleva', 'Spirichev']","['L N', 'E V', 'V B']","['LN', 'EV', 'VB']",
15663,16396,['Mineeva-Vialykh'],['M F'],['MF'],
15664,16397,"['Troitskiĭ', 'Azhitskiĭ', 'Malyi']","['G V', 'G Iu', 'D D']","['GV', 'GIu', 'DD']",
15665,16402,"['Osinskiĭ', 'Povzhitkova']","['S P', 'M S']","['SP', 'MS']",
15666,16398,"['Batishchev', 'Lamzina', 'Cherniak']","['A I', 'N V', 'N B']","['AI', 'NV', 'NB']",
15667,16403,['Samilova'],['R D'],['RD'],
15668,16399,"['Lankin', 'Gurevich', 'Kotelevtseva', 'Tikhaze', 'Gerasimova']","['V Z', 'S M', 'N V', 'A K', 'E N']","['VZ', 'SM', 'NV', 'AK', 'EN']",
15669,16404,['Lezova'],['T F'],['TF'],
15670,16400,"[""Tat'ianenko"", 'Lavretskaia', 'Raĭkhman', 'Moshkovskii', 'Lebedeva']","['L V', 'Z F', 'L M', 'Iu S', 'O I']","['LV', 'ZF', 'LM', 'IuS', 'OI']",
15671,16401,"['Iakovlev', 'Levchuk', 'Malakhova']","['V A', 'T P', 'E A']","['VA', 'TP', 'EA']",
15672,16405,"['Appel', 'Hackl', 'Tyreman']","['C P', 'H', 'N O']","['CP', 'H', 'NO']",
15673,16406,"['Kucera', 'Pavelka', 'Rudelstorfer', 'Reinold']","['H', 'R', 'B', 'E']","['H', 'R', 'B', 'E']",
15674,16407,['Leodolter'],['S'],['S'],
15675,16409,"['Reuter', 'Hüttner']","['G', 'R']","['G', 'R']",
15676,16410,"['Eboli', 'Galeotti']","['M L', 'T']","['ML', 'T']",
15677,16411,"['Kuusi', 'Pyysalo', 'Pippuri']","['T', 'H', 'A']","['T', 'H', 'A']",
15678,16412,"['Neraal', 'Hamm']","['R', 'R']","['R', 'R']",
15679,16408,['Piradova'],['M D'],['MD'],
15680,16413,"['Hamm', 'Neraal']","['R', 'R']","['R', 'R']",
15681,16414,"['Helms', 'Mohme']","['W', 'H']","['W', 'H']",
15682,16415,"['Koopman', 'Janssen', 'van Druten']","['J P', 'F G', 'J A']","['JP', 'FG', 'JA']",
15683,16416,['Müller'],['H M'],['HM'],
15684,16417,"['Rudchenko', 'Likhacheva', 'Timakova']","['O N', 'N A', 'N V']","['ON', 'NA', 'NV']",
15685,16418,"['Fouad', 'Abou-Zeid', 'Yassein']","['M', 'A A', 'M']","['M', 'AA', 'M']",
15686,16419,['Jain'],['D K'],['DK'],
15687,16420,['Little'],['C'],['C'],
15688,16421,"['Vujović', 'Ivanović', 'Kopitović']","['V', 'N', 'V']","['V', 'N', 'V']",
15689,16422,"['Pasini', 'Bradić']","['M', 'I']","['M', 'I']",
15690,16423,"['Griffiths', 'Jeffcoate', 'Holland']","['E C', 'S L', 'D T']","['EC', 'SL', 'DT']",
15691,16424,"['Lombardi', 'Oliver', 'Lupoli', 'Minozzi']","['G', 'Ch', 'G', 'M']","['G', 'Ch', 'G', 'M']",
15692,16425,"['Cseke', 'Boross']","['E', 'L']","['E', 'L']",
15693,16428,"['Korkela', 'Pekkanen']","['H', 'T J']","['H', 'TJ']",
