,PMID,LastName,ForeName,Initials,Affiliation
15694,16429,"['Akerman', 'Järvisalo']","['K E', 'J O']","['KE', 'JO']",
15695,16430,['Jonsson'],['J'],['J'],
15696,16431,"['Johansson', 'Gustavii']","['P A', 'K']","['PA', 'K']",
15697,16426,"['Simon', 'Drettner', 'Jung']","['H', 'B', 'B']","['H', 'B', 'B']",
15698,16427,"['Denis', 'Schulman', 'Wolter']","['R', 'C C', 'R']","['R', 'CC', 'R']",
15699,16432,"['Lövgren', 'Carlsson', 'Nilsson']","['K', 'E', 'J L']","['K', 'E', 'JL']",
15700,16433,"['Lövgren', 'Nilsson']","['K', 'J L']","['K', 'JL']",
15701,16434,['Bundgaard'],['H'],['H'],
15702,16435,['Bundgaard'],['H'],['H'],
15703,16436,['Bagger'],['H'],['H'],
15704,16437,"['Uvnäs', 'Aborg']","['B', 'C H']","['B', 'CH']",
15705,16438,"['Carlsson', 'Holmin', 'Lindqvist', 'Siesjö']","['A', 'T', 'M', 'B K']","['A', 'T', 'M', 'BK']",
15706,16439,"['Nordmark', 'Bjersing', 'Domellöf', 'Hjälmås', 'Nyberg']","['L', 'L', 'L', 'K', 'G']","['L', 'L', 'L', 'K', 'G']",
15707,16443,['Dale'],['G'],['G'],
15708,16444,['Henderson'],['J F'],['JF'],
15709,16440,"['Buscaino', 'Striano']","['G A', 'S']","['GA', 'S']",
15710,16445,"['Rowe', 'Madsen', 'McCairns', 'Sauer']","['P B', 'G', 'E', 'D']","['PB', 'G', 'E', 'D']",
15711,16442,"['Di Perri', 'De Luca', 'Meduri']","['R', 'G', 'M']","['R', 'G', 'M']",
15712,16446,"['de Bruyn', 'Oei']","['C H', 'T L']","['CH', 'TL']",
15713,16447,"['Van der Weyden', 'Kelley']","['M B', 'W N']","['MB', 'WN']",
15714,16441,"['Carolei', 'Meco', 'Casacchia', 'Agnoli']","['A', 'G', 'M', 'A']","['A', 'G', 'M', 'A']",
15715,16448,"['Fox', 'Marchant']","['I H', 'P']","['IH', 'P']",
15716,16449,"['Greiling', 'van Wersch', 'Karatay']","['H', 'J', 'C']","['H', 'J', 'C']",
15717,16450,"['Uitendaal', 'de Bruyn', 'Oei', 'Hösli']","['M P', 'C H', 'T L', 'P']","['MP', 'CH', 'TL', 'P']",
15718,16451,"['Fox', 'Marchant']","['I H', 'P J']","['IH', 'PJ']",
15719,16452,"['Pinto', 'Rocha']","['B', 'E']","['B', 'E']",
15720,16453,"['Lang', 'Greger', 'Deetjen', 'Knox']","['F', 'R', 'P', 'F G']","['F', 'R', 'P', 'FG']",
15721,16454,"['Kippen', 'Klinenberg']","['I', 'J R']","['I', 'JR']",
15722,16455,"['Müller', 'Falkner']","['M M', 'G']","['MM', 'G']",
15723,16456,"['Lucas-Heron', 'Fontenaille']","['B', 'C']","['B', 'C']",
15724,16457,['Musil'],['J'],['J'],
15725,16458,"['Emmerson', 'Ravenscroft', 'Williams']","['B T', 'P J', 'G']","['BT', 'PJ', 'G']",
15726,16459,"['Lemieux', 'Gougoux', 'Vinay', 'Kiss', 'Baverel']","['G', 'A', 'P', 'A', 'G']","['G', 'A', 'P', 'A', 'G']",
15727,16460,"['Gibson', 'Hannan', 'Hatfield', 'Simmonds', 'Cameron', 'Potter', 'Crute']","['T', 'S F', 'P J', 'H A', 'J S', 'C S', 'C M']","['T', 'SF', 'PJ', 'HA', 'JS', 'CS', 'CM']",
15728,16461,"['Pinto', 'Rocha']","['B', 'E']","['B', 'E']",
15729,16462,"['Hayes', 'Wallis']","['C G', 'R C']","['CG', 'RC']",
15730,16463,"['Ganellin', 'Owen']","['C R', 'D A']","['CR', 'DA']",
15731,16464,['Harada'],['M'],['M'],
15732,16465,"['Brun', 'Jenni']","['R', 'L']","['R', 'L']",
15733,16466,"['Ikede', 'Lule', 'Terry']","['B O', 'M', 'R J']","['BO', 'M', 'RJ']",
15734,16467,"['Arowolo', 'Ikede']","['R O', 'B O']","['RO', 'BO']",
15735,16468,"['Zeledón', 'Alvarado', 'Jirón']","['R', 'R', 'L F']","['R', 'R', 'LF']",
15736,16469,['Baker'],['J R'],['JR'],
15737,16470,"['Neal', 'McHardy']","['R A', 'N']","['RA', 'N']",
15738,16471,"['Neal', 'Johnson']","['R A', 'P']","['RA', 'P']",
15739,16472,"['Geigy', 'Kauffmann']","['R', 'M']","['R', 'M']",
15740,16473,['Bouffioux'],['C'],['C'],
15741,16474,"['Bouffioux', 'Petit']","['C', 'R']","['C', 'R']",
15742,16475,['Johnson'],['G R'],['GR'],
15743,16476,['Guntheroth'],['W G'],['WG'],
15744,16477,"['Blum', 'Atsmon']","['I', 'A']","['I', 'A']",
15745,16478,"['Cipriano', 'Silverman', 'Perlroth', 'Griepp', 'Wexler']","['P R', 'J F', 'M G', 'R B', 'L']","['PR', 'JF', 'MG', 'RB', 'L']",
15746,16479,"['Corday', 'Heng', 'Meerbaum', 'Lang', 'Farcot', 'Osher', 'Hashimoto']","['E', 'M K', 'S', 'T W', 'J C', 'J', 'K']","['E', 'MK', 'S', 'TW', 'JC', 'J', 'K']",
15747,16480,"['Bateson', 'Hopwood', 'Bouchier']","['M C', 'D', 'I A']","['MC', 'D', 'IA']",
15748,16481,"['Englert', 'Harman', 'Freston', 'Straight', 'Wales']","['E', 'C G', 'J W', 'R C', 'E E']","['E', 'CG', 'JW', 'RC', 'EE']",
15749,16482,"['Schmitt', 'Soergel', 'Wood', 'Steff']","['M G', 'K H', 'C M', 'J J']","['MG', 'KH', 'CM', 'JJ']",
15750,16483,"['Atkinson', 'Van Gelder']","['M', 'A']","['M', 'A']",
15751,16484,"['Butt', 'Yoshida', 'Fleshler']","['J', 'T', 'B']","['J', 'T', 'B']",
15752,16485,['Croft'],['D N'],['DN'],
15753,16486,"['Corley', 'Needham', 'Sumner', 'Mikeal']","['J H', 'T E', 'E D', 'R']","['JH', 'TE', 'ED', 'R']",
15754,16487,"['Merritt', 'Selle']","['G J', 'R I']","['GJ', 'RI']",
15755,16488,"['Miner', 'McDowell', 'Willcockson', 'Bruckner', 'Stark', 'Whitmore']","['N A', 'J W', 'G W', 'N I', 'R L', 'E J']","['NA', 'JW', 'GW', 'NI', 'RL', 'EJ']",
15756,16489,['Miller'],['R R'],['RR'],
15757,16490,"['Fye', 'Becker', 'Theofilopoulos', 'Moutsopoulos', 'Feldman', 'Talal']","['K H', 'M J', 'A N', 'H', 'J L', 'N']","['KH', 'MJ', 'AN', 'H', 'JL', 'N']",
15758,16491,"['Leonhardt', 'Kullenberg']","['E T', 'K P']","['ET', 'KP']",
15759,16492,"['Rao CH', 'Griffin', 'Carman']","['V', 'L P', 'F R']","['V', 'LP', 'FR']",
15760,16493,"['Ehrenkranz', 'Walker', 'Oakes', 'Hamilton', 'Chez']","['R A', 'A M', 'G K', 'L A', 'R A']","['RA', 'AM', 'GK', 'LA', 'RA']",
15761,16494,"['Künzel', 'Mann', 'Bhakthavathsalan', 'Airomlooi', 'Liu']","['W', 'L I', 'A', 'J', 'M']","['W', 'LI', 'A', 'J', 'M']",
15762,16495,"['Harris', 'Pittman', 'Veale', 'Cooper', 'Van Petten']","['W H', 'Q J', 'W L', 'K E', 'G R']","['WH', 'QJ', 'WL', 'KE', 'GR']",
15763,16497,"['Coburn', 'Soltoff']","['R F', 'S']","['RF', 'S']",
15764,16498,"['Hollander', 'Muralidhara']","['D', 'K S']","['D', 'KS']",
15765,16499,"['Bosch', 'Goldstein', 'Levitt', 'Kahn']","['J P', 'M H', 'M F', 'T']","['JP', 'MH', 'MF', 'T']",
15766,16496,"['McKay', 'Jackson']","['A B', 'R A']","['AB', 'RA']",
15767,16500,"['Arruda', 'Nascimento', 'Westenfelder', 'Kurtzman']","['J A', 'L', 'C', 'N A']","['JA', 'L', 'C', 'NA']",
15768,16501,"['Kohn', 'Achs', 'Garfinkel']","['M C', 'M J', 'D']","['MC', 'MJ', 'D']",
15769,16502,"['Achs', 'Garfinkel']","['M J', 'D']","['MJ', 'D']",
15770,16503,"['Achs', 'Garfinkel']","['M J', 'D']","['MJ', 'D']",
15771,16504,"['Nagamachi', 'Skoryna']","['Y', 'S C']","['Y', 'SC']",
15772,16505,"['Najar', 'Pradez de Faria']","['H C', 'G M']","['HC', 'GM']",
15773,16506,"['Stephen', 'Cooper']","['G W', 'L V']","['GW', 'LV']",
15774,16507,"['Takahashi', 'Karashima', 'Shigematsu', 'Furukawa']","['S', 'D', 'A', 'T']","['S', 'D', 'A', 'T']",
15775,16508,"['Haldemann', 'Hossli', 'Schaer']","['G', 'G', 'H']","['G', 'G', 'H']",
15776,16509,['Loers'],['F J'],['FJ'],
15777,16510,['Grote'],['B'],['B'],
15778,16512,"['Toda', 'Hatano']","['N', 'Y']","['N', 'Y']",
15779,16514,"['Mayron', 'Kaplan', 'Interlandi', 'Veatch']","['L W', 'E', 'J', 'R']","['LW', 'E', 'J', 'R']",
15780,16515,['Johnstone'],['D E'],['DE'],
15781,16511,['Brotherton'],['J'],['J'],
15782,16516,['Kaye'],['J W'],['JW'],
15783,16517,['Vadot'],['M'],['M'],
15784,16513,"['Herrero Mateo', 'Ros Die', 'Sanchez Fernandes-Bravo']","['L M', 'E', 'J']","['LM', 'E', 'J']",
15785,16518,"['Loisance', 'Ledouarin', ""O'Byrne"", 'Cachera', 'Galey', 'Michel', 'Renguin', 'Polette']","['D', 'B', 'P', 'J P', 'J J', 'J P', 'J', 'D']","['D', 'B', 'P', 'JP', 'JJ', 'JP', 'J', 'D']",
15786,16519,"['Vittoz', 'Dupraz', 'Chataing']","['P', 'F', 'B']","['P', 'F', 'B']",
15787,16520,"['Mannoni', 'Beaujean', 'Leforestier']","['P', 'F', 'C']","['P', 'F', 'C']",
15788,16521,"['Grondin', 'Lussier', 'Paiement']","['P', 'J', 'B']","['P', 'J', 'B']",
15789,16522,['Louisot'],['P'],['P'],
15790,16523,"['Pannetier', 'Couvely', 'Frigiola', 'Rouault']","['A', 'J', 'A', 'F']","['A', 'J', 'A', 'F']",
15791,16524,['Vadot'],['M'],['M'],
15792,16525,['Maillé'],['J G'],['JG'],
15793,16526,"['Cachera', 'Tricot', 'Loisance', 'Poulain', 'Laurent', 'Bloch', 'Galey']","['J P', 'J E', 'D', 'H', 'F', 'G', 'J J']","['JP', 'JE', 'D', 'H', 'F', 'G', 'JJ']",
15794,16527,['Chassignolle'],['J F'],['JF'],
15795,16528,"['Mikaeloff', 'Biron', 'Amouroux']","['P', 'A', 'C']","['P', 'A', 'C']",
15796,16529,['Dureau'],['G'],['G'],
15797,16530,"[""O'Byrne"", 'Huguenard', 'Romano', 'Decant', 'Loisance']","['P', 'P', 'P', 'E', 'D']","['P', 'P', 'P', 'E', 'D']",
15798,16531,['Grolleau-Raoux'],['D'],['D'],
15799,16532,"['Fogliani', 'Guillen', 'Vanuxem', 'Gallet de Santerre', 'Dubouloz', 'Goudard']","['J', 'J C', 'D', 'J F', 'C', 'A']","['J', 'JC', 'D', 'JF', 'C', 'A']",
15800,16533,['Chapman'],['A'],['A'],
15801,16534,"['Champsaur', 'Samuel', 'Du Gres', 'Philippe', 'Michaud']","['G', 'D', 'B', 'M', 'P']","['G', 'D', 'B', 'M', 'P']",
15802,16535,"['Brunon', 'Setiey', 'Courjon']","['A M', 'A', 'J']","['AM', 'A', 'J']",
15803,16536,"['Vitrey', 'Aimard', 'Devic']","['M', 'G', 'M']","['M', 'G', 'M']",
15804,16537,"['Loisance', 'Ledouarin', 'Rotman', ""O'Byrne"", 'Cachera', 'Galey']","['D', 'A B', 'N', 'P', 'J P', 'J J']","['D', 'AB', 'N', 'P', 'JP', 'JJ']",
15805,16538,['Foliguet'],['B'],['B'],
15806,16539,"['Louville', 'Fimeyer', 'Florent', 'Cara']","['Y', 'A', 'C', 'M']","['Y', 'A', 'C', 'M']",
15807,16540,"['Aubert', 'Frigiola', 'Pannetier', 'Couvélly']","['J', 'A', 'A', 'J P']","['J', 'A', 'A', 'JP']",
15808,16541,['Vadot'],['M'],['M'],
15809,16542,"['Ledouarin', 'Régnier', ""O'Byrne"", 'Loisance', 'Laurent', 'Yvart', 'Cachéra', 'Galey']","['B', 'B', 'P', 'D', 'F', 'J', 'J P', 'J J']","['B', 'B', 'P', 'D', 'F', 'J', 'JP', 'JJ']",
15810,16543,"['Baille', 'Sicard-Desnuelles', 'Gallet de Santerre', 'Manuel']","['Y', 'M P', 'J F', 'C']","['Y', 'MP', 'JF', 'C']",
15811,16544,"['Belleville', 'Paul', 'Ollat', 'Broyer']","['J', 'J', 'G', 'P']","['J', 'J', 'G', 'P']",
15812,16545,"['Doutremepuich', 'Oca', 'Coqueran', 'Chauve', 'Fontan']","['C', 'C', 'J E', 'A', 'P']","['C', 'C', 'JE', 'A', 'P']",
15813,16546,['Maillé'],['J G'],['JG'],
15814,16547,"['Diamant-Berger', 'Haas', 'Kieffer', 'Abry', 'Hajjar', 'Desnot', 'Piwnica', 'Dubost']","['F', 'C', 'J P', 'B', 'R', 'F', 'A', 'C']","['F', 'C', 'JP', 'B', 'R', 'F', 'A', 'C']",
15815,16548,['Moskovtchenko'],['J F'],['JF'],
15816,16549,"['Reginier', 'Ledouarin', 'Loisance']","['B', 'B', 'D']","['B', 'B', 'D']",
15817,16550,"['Torres-da Matta', 'Nery da Matta', 'Hassón-Voloch']","['J', 'A', 'A']","['J', 'A', 'A']",
15818,16551,['Stein'],['M R'],['MR'],
15819,16552,"['Moutsopoulos', 'Davis', 'Fye']","['H', 'J', 'K H']","['H', 'J', 'KH']",
15820,16553,"['Mir', 'Brabin', 'Tang', 'Leyland', 'Delamore']","['M A', 'B', 'O T', 'M J', 'I W']","['MA', 'B', 'OT', 'MJ', 'IW']",
15821,16554,"['Spencer', 'Price']","['K', 'C P']","['K', 'CP']",
15822,16555,['Lester'],['E'],['E'],
15823,16556,['Gardner'],['A F'],['AF'],
15824,16558,"['Tourniaire', 'Trouillas', 'Maillet', 'David', 'Pallo', 'Tran Minh', 'Bressot']","['J', 'J', 'P', 'L', 'D', 'V', 'C']","['J', 'J', 'P', 'L', 'D', 'V', 'C']",
15825,16559,['Wilson'],['D R'],['DR'],
15826,16560,['Merin'],['R G'],['RG'],
15827,16561,"['Lazinkova', 'Gracheva', 'Krasnova', 'Orlova']","['T N', 'I V', 'T P', 'N V']","['TN', 'IV', 'TP', 'NV']",
15828,16557,"['Sultan', 'Taib', 'Emberger', 'Descomps', 'Marguerite', 'Dumas', 'Jean']","['C', 'J', 'J M', 'B', 'G', 'R', 'R']","['C', 'J', 'JM', 'B', 'G', 'R', 'R']",
15829,16562,"['Savitskaia', 'Nys', 'Shellenberg']","['E M', 'P S', 'N N']","['EM', 'PS', 'NN']",
15830,16563,"['Shellenberg', 'Nys', 'Savitskaia']","['N N', 'P S', 'E M']","['NN', 'PS', 'EM']",
15831,16564,"['Murray', 'Rosenblatt']","['P R', 'J E']","['PR', 'JE']",
15832,16565,"['Clar', 'Bock', 'Grote', 'Löhr']","['H E', 'W J', 'W', 'E']","['HE', 'WJ', 'W', 'E']",
15833,16566,['Chakrabarti'],['B'],['B'],
15834,16567,"['Cantarow', 'Stollar']","['W', 'B D']","['W', 'BD']",
15835,16568,"['Aizawa', 'Namba', 'Suzuki']","['M', 'K', 'S']","['M', 'K', 'S']",
15836,16569,"['Kong', 'Landau']","['M S', 'B R']","['MS', 'BR']",
15837,16570,"['Medina de Gonzalez', 'Langerman']","['M J', 'N']","['MJ', 'N']",
15838,16571,"['Kaidbey', 'Kligman']","['K H', 'A M']","['KH', 'AM']",
15839,16572,"['Hazen', 'Kallor']","['P G', 'A D']","['PG', 'AD']",
15840,16573,"['Nitzan', 'Rosenfeld']","['M', 'Z']","['M', 'Z']",
15841,16574,"['Woodland', 'Vernon-Roberts', 'Swettenham', 'Currey']","['J', 'B', 'K V', 'H L']","['J', 'B', 'KV', 'HL']",
15842,16575,['Pettinger'],['W A'],['WA'],
15843,16576,"['Wiegel', 'Schlegel']","['J', 'H G']","['J', 'HG']",
15844,16577,['Schmidt'],['A'],['A'],
15845,16578,"['Bater', 'Venables', 'Thomas']","['A J', 'W A', 'S']","['AJ', 'WA', 'S']",
15846,16580,['Bonica'],['J J'],['JJ'],
15847,16581,"['Morozov', 'Aruin', 'Nezhdanova']","['I A', 'L I', 'G A']","['IA', 'LI', 'GA']",
15848,16582,['Morley'],['J B'],['JB'],
15849,16583,"['Kuehn', 'Ackles', 'Cole']","['L A', 'K N', 'J D']","['LA', 'KN', 'JD']",
15850,16579,['Trovati'],['M'],['M'],
15851,16584,['Timm'],['S A'],['SA'],
15852,16585,"['Swings', 'De Ley']","['J', 'J']","['J', 'J']",
15853,16586,"['Fishbein', 'Gutwein']","['W', 'B M']","['W', 'BM']",
15854,16588,"['Seelich', 'Astrup', 'Furlan', 'Beck']","['T', 'T', 'M', 'E A']","['T', 'T', 'M', 'EA']",
15855,16589,"['Ghazarian', 'Deluca']","['J G', 'H F']","['JG', 'HF']",
15856,16590,"['Arbogast', 'Hopwood', 'Dorfman']","['B', 'J J', 'A']","['B', 'JJ', 'A']",
15857,16591,"['Geisow', 'Smyth']","['M J', 'D G']","['MJ', 'DG']",
15858,16587,['Albers'],['C'],['C'],
15859,16592,"['Poillon', 'Bertles']","['W N', 'J F']","['WN', 'JF']",
15860,16593,"['Klee', 'La John', 'Kirk', 'Cohen']","['C B', 'L E', 'K L', 'L A']","['CB', 'LE', 'KL', 'LA']",
15861,16594,"['Teschke', 'Brand', 'Strohmeyer']","['R', 'A', 'G']","['R', 'A', 'G']",
15862,16595,"['Squibb', 'Cousins']","['K S', 'R J']","['KS', 'RJ']",
15863,16596,"['Tamura', 'Shimidzu', 'Hayashi']","['M', 'N', 'K']","['M', 'N', 'K']",
15864,16597,"['Hollis', 'Nunnally', 'Jacobus', 'Taylor']","['D P', 'R L', 'W E', 'G J']","['DP', 'RL', 'WE', 'GJ']",
15865,16598,"['Yoshida', 'Ohno', 'Takeuchi', 'Kagawa']","['M', 'K', 'Y', 'Y']","['M', 'K', 'Y', 'Y']",
15866,16599,"['Harris', 'Days', 'Stallworth', 'Johnson', 'Hubert', 'Finkelstein', 'Reid', 'Johnson']","['W', 'R', 'J', 'C', 'C', 'I', 'J', 'R']","['W', 'R', 'J', 'C', 'C', 'I', 'J', 'R']",
15867,16600,"['Stevenson', 'Silver']","['R', 'S']","['R', 'S']",
15868,16601,"['Nagaiah', 'MacDonnell', 'Guroff']","['K', 'P', 'G']","['K', 'P', 'G']",
15869,16602,"['Miki', 'Kawabe', 'Kuriyama']","['N', 'Y', 'K']","['N', 'Y', 'K']",
15870,16603,['Wu'],['C'],['C'],
15871,16604,"['Labuc', 'Madsen']","['G E', 'N P']","['GE', 'NP']",
15872,16605,"['Wang', 'Hill']","['C C', 'D L']","['CC', 'DL']",
15873,16606,"['Wade', 'Evans', 'Sternson', 'Gammans']","['A E', 'J S', 'L A', 'R E']","['AE', 'JS', 'LA', 'RE']",
15874,16607,"['Korbová', 'Kohout', 'Cízková', 'Cihák']","['L', 'J', 'J', 'A']","['L', 'J', 'J', 'A']",
15875,16608,"['Capobianco', 'Mollison', 'Lee', 'Lee', 'Hung']","['J O', 'K W', 'Y H', 'S G', 'P P']","['JO', 'KW', 'YH', 'SG', 'PP']",
15876,16609,"['García-Castiñeiras', 'White', 'Rodríguez', 'Toro-Goyco']","['S', 'J I', 'L D', 'E']","['S', 'JI', 'LD', 'E']",
15877,16610,"['Lindsay', 'Cash', 'Vaughn', 'Hill']","['R H', 'A G', 'A W', 'J B']","['RH', 'AG', 'AW', 'JB']",
15878,16611,['Sterri'],['S H'],['SH'],
15879,16612,"['Zolla', 'Amiconi', 'Catanese']","['L', 'G', 'B']","['L', 'G', 'B']",
15880,16613,"['Nemoto', 'Takayama']","['N', 'S']","['N', 'S']",
15881,16614,"['Guidotti', 'Costa']","['A', 'E']","['A', 'E']",
15882,16615,"['Schwenk', 'Burr', 'Baur', 'Pfaff']","['M', 'R', 'H', 'E']","['M', 'R', 'H', 'E']",
15883,16616,"['Schoenfeld', 'Atsmon']","['N', 'A']","['N', 'A']",
15884,16617,"['Klimov', 'Denisenk', 'Poliakova']","['A N', 'T V', 'E D']","['AN', 'TV', 'ED']",
15885,16618,"['Raum', 'Glass', 'Soter', 'Stillman', 'Carpenter', 'Schur']","['D', 'D', 'N A', 'J S', 'C B', 'P H']","['D', 'D', 'NA', 'JS', 'CB', 'PH']",
15886,16619,"['Cano', 'Guintrand', 'Aubert', 'Viala']","['J P', 'J', 'C', 'A']","['JP', 'J', 'C', 'A']",
15887,16620,"['Kinawi', 'Onken', 'Rozyczka', 'König']","['A', 'A', 'B', 'W']","['A', 'A', 'B', 'W']",
15888,16621,['Krause'],['W'],['W'],
15889,16622,"['Andreoli', 'Maffei', 'Montanaro', 'Morandini']","['V', 'F', 'N', 'G']","['V', 'F', 'N', 'G']",
15890,16623,['Taeuber'],['K'],['K'],
15891,16624,"['Smith', 'Massie']","['E B', 'I B']","['EB', 'IB']",
15892,16625,"['Subbiah', 'Dicke']","['M T', 'B A']","['MT', 'BA']",
15893,16626,"['Maggioni', 'Passera']","['A', 'C']","['A', 'C']",
15894,16627,['Toyama'],['M'],['M'],
15895,16628,"['Fujimoto', 'Nagao', 'Kuyama', 'Nishimoto', 'Ninomiya']","['S', 'S', 'H', 'K', 'K']","['S', 'S', 'H', 'K', 'K']",
15896,16629,"['Saji', 'Misao', 'Hirose', 'Funakoshi', 'Yamada']","['S', 'A', 'T', 'T', 'H']","['S', 'A', 'T', 'T', 'H']",
15897,16630,"['Geddes', 'Edgar', 'Jenkins', 'Rugg-Gunn']","['D A', 'W M', 'G N', 'A J']","['DA', 'WM', 'GN', 'AJ']",
15898,16631,['Keeri-Szanto'],['M'],['M'],
15899,16632,"['Giudicelli', 'Richer', 'Chauvin', 'Idrissi', 'Berdeaux']","['J F', 'C', 'M', 'N', 'A']","['JF', 'C', 'M', 'N', 'A']",
15900,16633,"['Ng', 'Crammer']","['C H', 'J L']","['CH', 'JL']",
15901,16634,"['Beckett', 'Bélanger']","['A H', 'P M']","['AH', 'PM']",
15902,16635,"['Hindmarch', 'Parrott', 'Arenillas']","['I', 'A C', 'L']","['I', 'AC', 'L']",
15903,16636,"['Challis', 'Kyrtopoulos']","['B C', 'S A']","['BC', 'SA']",
15904,16637,"['Van Vloten', 'Scheffer', 'Dooren']","['W A', 'E', 'L J']","['WA', 'E', 'LJ']",
15905,16638,"['Steinmetz-Kayne', 'Benigno', 'Kallenbach']","['M', 'R', 'N R']","['M', 'R', 'NR']",
15906,16639,"['Tokuda', 'Kaback']","['H', 'H R']","['H', 'HR']",
15907,16640,"['Raushel', 'Cleland']","['F M', 'W W']","['FM', 'WW']",
15908,16641,"['Khalifah', 'Strader', 'Bryant', 'Gibson']","['R G', 'D J', 'S H', 'S M']","['RG', 'DJ', 'SH', 'SM']",
15909,16642,"['Edwards', 'Johnson', 'Merrick']","['H H', 'W H', 'J P']","['HH', 'WH', 'JP']",
15910,16643,"['Cabot', 'Gatt']","['M C', 'S']","['MC', 'S']",
15911,16644,"['Tiefert', 'Roy', 'Moudrianakis']","['M A', 'H', 'E N']","['MA', 'H', 'EN']",
15912,16645,"['Alderfer', ""Ts'o""]","['J L', 'P O']","['JL', 'PO']",
15913,16646,"['Epstein', 'Reuben', 'Levitzki']","['M', 'J', 'A']","['M', 'J', 'A']",
15914,16647,"['Huang', 'Liener']","['J S', 'I E']","['JS', 'IE']",
15915,16648,"['Washtien', 'Abeles']","['W', 'R H']","['W', 'RH']",
15916,16649,"['Reisler', 'Lamed']","['E', 'R']","['E', 'R']",
15917,16650,"['Roomans', 'Blasco', 'Borst-Pauwels']","['G M', 'F', 'G W']","['GM', 'F', 'GW']",
15918,16651,"['Hulea', 'Arnstein']","['S A', 'H R']","['SA', 'HR']",
15919,16652,"['Avaeva', 'Bakuleva', 'Baratova', 'Nazarova', 'Fink']","['S M', 'N P', 'L A', 'T I', 'N Y']","['SM', 'NP', 'LA', 'TI', 'NY']",
15920,16653,"['Guerrero', 'Jetschmann', 'Völker']","['M G', 'K', 'W']","['MG', 'K', 'W']",
15921,16654,"['Hosoda', 'Nakamura', 'Takatsuki']","['S', 'W', 'K']","['S', 'W', 'K']",
15922,16655,"['Baba', 'Matsuda', 'Iwata']","['A', 'T', 'H']","['A', 'T', 'H']",
15923,16656,"['Komoda', 'Sakagishi']","['T', 'Y']","['T', 'Y']",
15924,16657,"['Koster', 'Slee']","['J F', 'R G']","['JF', 'RG']",
15925,16658,"['Okazaki', 'Strauss', 'Flickinger']","['T', 'J F', 'G L']","['T', 'JF', 'GL']",
15926,16659,"['Sahu', 'Lynn']","['S', 'W S']","['S', 'WS']",
15927,16660,"['Dancey', 'Shapiro']","['G F', 'B M']","['GF', 'BM']",
15928,16661,"['Yagi', 'Tanaka', 'Ohishi', 'Morita']","['K', 'F', 'N', 'M']","['K', 'F', 'N', 'M']",
15929,16662,"['Puigdoménech', 'Daban', 'Palau', 'Podo', 'Guidoni', 'Temussi']","['P', 'J R', 'J', 'F', 'L', 'P A']","['P', 'JR', 'J', 'F', 'L', 'PA']",
15930,16663,"['Vinogradov', 'Shlom', 'Hall', 'Kapp', 'Mizukami']","['S N', 'J M', 'B C', 'O H', 'H']","['SN', 'JM', 'BC', 'OH', 'H']",
15931,16664,"['Anathanarayanan', 'Ahmad', 'Bigelow']","['V S', 'F', 'C C']","['VS', 'F', 'CC']",
15932,16666,"['Chu', 'Gruenwedel']","['V C', 'D W']","['VC', 'DW']",
15933,16667,"['Kupriianov', 'Pobochin']","['V V', 'A S']","['VV', 'AS']",
15934,16668,"['Lukasheva', 'Aĭsina', 'Kazanskaia', 'Berezin']","['E V', 'R B', 'N F', 'I V']","['EV', 'RB', 'NF', 'IV']",
15935,16665,"['Boguslavskiĭ', 'Volkov', 'Kandelaki', 'Nizhnikovskiĭ', 'Bibikova']","['L I', 'A G', 'M D', 'E A', 'M A']","['LI', 'AG', 'MD', 'EA', 'MA']",
15936,16669,['Pantskhava'],['E S'],['ES'],
15937,16670,"['Manchester', 'Neims']","['D K', 'A H']","['DK', 'AH']",
15938,16671,['Michelson-Fiske'],['S'],['S'],
15939,16672,"['Winchurch', 'Mardiney']","['R A', 'M R']","['RA', 'MR']",
15940,16673,"['Blauer', 'Sund']","['G', 'H']","['G', 'H']",
15941,16674,"['Kulagina', 'Trubetskoĭ', ""Udel'nov""]","['V P', 'A V', 'M G']","['VP', 'AV', 'MG']",
15942,16675,['Maianskiĭ'],['D N'],['DN'],
15943,16676,"['Serat', 'Van Loon', 'Lee']","['W F', 'A J', 'M K']","['WF', 'AJ', 'MK']",
15944,16679,['Shaw'],['D M'],['DM'],
15945,16680,,,,
15946,16681,"['Goldberg', 'Raftery', 'Wilkinson']","['A D', 'E B', 'P']","['AD', 'EB', 'P']",
15947,16682,['Sargant'],['W'],['W'],
15948,16683,"['Lancranjan', 'Marbach']","['I', 'P']","['I', 'P']",
15949,16678,"['Clerbaux', 'Vanhove', 'Nullens', 'Brasseur']","['T', 'P', 'W', 'L']","['T', 'P', 'W', 'L']",
15950,16684,"['Nahorski', 'Rogers', 'Smith']","['S R', 'K J', 'B M']","['SR', 'KJ', 'BM']",
15951,16677,"['Teisseire', 'Loisance', 'Soulard', 'Hérigault', 'Teisseire', 'Laurent']","['B', 'D', 'C', 'R', 'L', 'D']","['B', 'D', 'C', 'R', 'L', 'D']",
15952,16685,"['Halász', 'Ljungdahl', 'Hökfelt', 'Johansson', 'Goldstein', 'Park', 'Biberfeld']","['N', 'A', 'T', 'O', 'M', 'D', 'P']","['N', 'A', 'T', 'O', 'M', 'D', 'P']",
15953,16686,"['Schwarcz', 'Coyle']","['R', 'J T']","['R', 'JT']",
